account,opp,stage,forecasted,fc,amount,close,pinned,verdict,win_old,win_new,mom_old,mom_new,fc_conf,risk,commit,ceiling,qual_cap,override,win_reasons,mom_reasons,note
Bausch Health Companies Inc,BauschHealth [S2P] Oct'25,Qualified,False,Pipeline,110000.0,2026-12-01,False,Slowing,5.0,5.0,39.7,39.7,0.0,13.6,44.2,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -10.3: momentum 40 vs stage-expected 50 | differentiation +5.1: differentiation strength +0.85 (weight 20) — from Next-Step/narrative: 'manual process' in Next-Step/narrative | competitive -4.5: competitive strength -1.00 (weight 15) | business_case +2.5: business case strength +0.85 (weight 10) — from Next-Step/narrative: 'roi' in Next-Step/narrative | preference -2.4: preference strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15),stalling -10.4: last genuine buyer touch 56d ago vs the ~30d cadence this stage needs — going quiet | engagement +0.1: engagement points 0.1 (type × buyer/rep × recency over 60d),
Norwegian Cruise Line Holdings Ltd,NCLH_Spend+CLM_March2026,Formal Evaluation,False,Pipeline,110000.0,2026-11-19,False,On Track,33.7,33.7,64.0,64.0,34.2,0.0,44.2,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj +6.0: momentum 64 vs stage-expected 52 | preference -2.4: preference strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | close_date_trend -2.0: close date trend -0.80 | differentiation +1.8: differentiation strength +0.30 (weight 20),engagement +8.0: buyer touched the deal 14d ago (buyer reply) — freshness floor | progression +6.0: stage trend: moved UP recently — deal advancing,
Pacific Seafood,PacificSeafood_SourcingMay'26,Qualified,False,Pipeline,110000.0,2026-11-13,False,Off Track,13.1,5.0,46.0,35.0,0.0,16.8,44.2,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -15.0: momentum 35 vs stage-expected 50 | differentiation +6.0: differentiation strength +1.00 (weight 20) | preference -2.4: preference strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive +2.2: competitive strength +0.50 (weight 15),verdict_reconcile -11.0: the deal's own verdict is 'Off Track' — momentum cannot read hotter than the holistic judgment; capped at 35 | stalling -4.0: no activity instrumentation on this record yet (cadence reads fully after its next sweep) — Salesforce shows a,
Carmeuse,Carmeuse_S2P_May'26,Qualified,False,Pipeline,110000.0,2027-05-01,False,On Track,30.0,30.0,64.0,64.0,30.1,0.0,42.0,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj +7.0: momentum 64 vs stage-expected 50 | trend_nudge +4.0: recent CRM moves: stage advanced | preference -3.0: preference strength -0.50 (weight 20) | stage_trend +2.3: stage trend +0.66 | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20),engagement +8.0: buyer touched the deal -29d ago (meeting) — freshness floor | progression +6.0: stage trend: moved UP recently — deal advancing,
Newrez LLC,Newrez [S2P] Feb'26,Qualified,False,Pipeline,110000.0,2027-02-06,False,Slowing,5.0,5.0,25.0,25.0,0.0,13.6,44.2,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -25.0: momentum 25 vs stage-expected 50 | competitive -4.5: competitive strength -1.00 (weight 15) | differentiation +3.6: differentiation strength +0.60 (weight 20) — from Next-Step/narrative: 'automation' in Next-Step/narrative | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | preference +1.8: preference strength +0.30 (weight 20),stalling -25.0: last genuine buyer touch 147d ago vs the ~30d cadence this stage needs — going quiet,
Roark Capital Group Inc.,Roark Capital Group Inc_Intake+Sourcing+CLM_May'26,Qualified,False,Pipeline,110000.0,2027-05-15,False,Slowing,10.1,10.1,42.4,42.4,3.3,11.7,49.6,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -7.6: momentum 42 vs stage-expected 50 | differentiation +5.1: differentiation strength +0.85 (weight 20) — from Next-Step/narrative: 'ai capabilit' in Next-Step/narrative | competitive -4.5: competitive strength -1.00 (weight 15) | business_case +2.5: business case strength +0.85 (weight 10) — from Next-Step/narrative: 'roi' in Next-Step/narrative | exec_access -2.2: exec access strength -0.50 (weight 15) | preference -1.8: preference strength -0.30 (weight 20),stalling -7.6: last genuine buyer touch 49d ago vs the ~30d cadence this stage needs — going quiet,
TEGNA Inc,TEGNA_S2P_Apr'2026,Qualified,False,Pipeline,110000.0,2027-03-16,False,Slowing,11.2,11.2,31.2,31.2,3.0,11.7,49.6,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -18.8: momentum 31 vs stage-expected 50 | trend_nudge +4.0: recent CRM moves: stage advanced | business_case +2.5: business case strength +0.85 (weight 10) — from Next-Step/narrative: 'roi' in Next-Step/narrative | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20) | preference +1.8: preference strength +0.30 (weight 20),stalling -24.8: last genuine buyer touch 92d ago vs the ~30d cadence this stage needs — going quiet | progression +6.0: stage trend: moved UP recently — deal advancing,
Apotex Inc,Apotex [ANA] Nov'25,Qualified,True,Pipeline,110000.0,2026-08-20,False,Slowing,5.0,5.0,25.0,25.0,0.0,13.6,44.2,30.0,74 by access to power (economic buyer)=partial,False,momentum_adj -25.0: momentum 25 vs stage-expected 50 | differentiation +5.1: differentiation strength +0.85 (weight 20) — from Next-Step/narrative: 'consolidat' in Next-Step/narrative | competitive -4.5: competitive strength -1.00 (weight 15) | preference -3.0: preference strength -0.50 (weight 20) | champion +1.4: champion strength +0.30 (weight 15) | exec_access +1.4: exec access strength +0.30 (weight 15),stalling -25.0: last genuine buyer touch 118d ago vs the ~30d cadence this stage needs — going quiet,
PSEG,PSEG_S2P_May'26,Qualified,False,Pipeline,110000.0,2027-05-01,False,At Risk,7.5,7.5,46.0,46.0,0.0,16.8,42.0,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -4.0: momentum 46 vs stage-expected 50 | preference -2.4: preference strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20) | business_case -1.5: business case strength -0.50 (weight 10),stalling -4.0: no activity instrumentation on this record yet (cadence reads fully after its next sweep) — Salesforce shows a,
DUBAI WORLD TRADE CENTRE,DWTC _ iRisk & iContract _2025,Formal Evaluation,False,Pipeline,110000.0,2026-12-31,False,Slowing,8.2,8.2,25.0,25.0,0.0,13.6,54.7,70.0,90 by competitive visibility=partial,False,"momentum_adj -27.0: momentum 25 vs stage-expected 52 | scope_reduced -7.0: scope narrowed vs prior — Zyad Khan cut scope on 12 Feb 2026 to fit an unbudgeted management approval, reducin | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'pain point' in Next-Step/narrative | exec_access +4.5: exec access strength +1.00 (weight 15) — from MEDDPICC: VP is Jason Tranter, he attended a couple of roundtabl | trend_nudge -4.0: recent CRM moves: close pushed 154d | business_case +3.0: business case strength +1.00 (weight 10) — from Next-Step/narrative: 'tco' in Next-Step/narrative","stalling -17.1: last genuine buyer touch 51d ago vs the ~21d cadence this stage needs — going quiet | close_date_direction -12.0: Close date 2026-07-30 -> 2026-12-31 (pushed out 154d) — 154d cumulative push is beyond tolerance | next_step_plan +5.5: 3 upcoming milestone(s), nearest 2026-07-30 — live advancing plan | engagement +1.4: engagement points 1.4 (type × buyer/rep × recency over 60d) | false_velocity +0.0: activity without progression — busy next-step log but the deal is slipping (close pushed / confidence down / b",
Scheme Financial Vehicle,Scheme FInancial_CLM,Shortlisted,True,Best Case,110000.0,2026-08-31,False,Off Track,52.0,31.3,85.0,35.0,8.9,43.1,54.7,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj -21.0: momentum 35 vs stage-expected 56 | preference -2.4: preference strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20) | competitive +0.9: competitive strength +0.20 (weight 15),verdict_reconcile -50.0: the deal's own verdict is 'Off Track' — momentum cannot read hotter than the holistic judgment; capped at 35 | engagement +35.0: engagement points 35.0 on the RFP process clock (month-old deliverable work keeps weight),
Los Angeles Department of Water and Power,LADWP_S2PMay'26,Qualified,False,Pipeline,110000.0,2027-05-12,False,At Risk,5.0,5.0,46.0,46.0,0.0,16.8,44.2,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -4.0: momentum 46 vs stage-expected 50 | preference -2.4: preference strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive -2.2: competitive strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20),stalling -4.0: no activity instrumentation on this record yet (cadence reads fully after its next sweep) — Salesforce shows a,
Hager Group,Hager Group_CLM,Formal Evaluation,False,Pipeline,110000.0,2026-11-30,False,Close Date Risk,40.0,40.0,30.5,30.5,28.4,14.4,39.9,52.0,52 by access to power (economic buyer)=gap,False,"momentum_adj -21.5: momentum 30 vs stage-expected 52 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from MEDDPICC: Zycus appears to be solving sourcing inefficiency  | exec_access +4.5: exec access strength +1.00 (weight 15) — from Next-Step/narrative: 'cpo' in Next-Step/narrative | trend_nudge +4.0: recent CRM moves: stage advanced, amount cut, close pulled in | champion +3.8: champion strength +0.85 (weight 15) — from MEDDPICC: Coline - VP of Procurement | business_case +2.5: business case strength +0.85 (weight 10) — from MEDDPICC: The most important metrics appear to be sourcing pro","stalling -25.0: last genuine buyer touch 147d ago vs the ~21d cadence this stage needs — going quiet | progression +6.0: stage trend: moved UP recently — deal advancing | scope_cut -6.0: deal size cut recently (Amount 150000 -> 110000 (48d ago)) — contracting, not advancing | close_date_direction +5.0: Close date 2027-04-30 -> 2026-11-30 (pulled in 151d) — accelerating | engagement +0.5: engagement points 0.6 (type × buyer/rep × recency over 60d) — discounted ×0.82 (deal trending DOWN on 1 axis)",
Lions Gate Entertainment Inc,LionsGate_S2C_March'26,Formal Evaluation,False,Pipeline,110000.0,2027-03-07,False,Close Date Risk,50.8,50.8,93.0,93.0,36.2,37.1,44.2,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj +20.5: momentum 93 vs stage-expected 52 | competitive -4.5: competitive strength -1.00 (weight 15) | preference +2.4: preference strength +0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20),"engagement +35.0: engagement points 35.0 on the RFP process clock (month-old deliverable work keeps weight) | next_step_plan +8.0: 1 upcoming milestone(s), nearest 2026-10-01 — live advancing plan",
Fulton Bank,Fulton Bank [S2P],Qualified,False,Pipeline,110000.0,2026-12-11,False,Slowing,5.0,5.0,21.5,15.8,0.0,13.6,51.0,30.0,60 by champion=gap,False,momentum_adj -34.2: momentum 16 vs stage-expected 50 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'automation' in Next-Step/narrative | exec_access +4.5: exec access strength +1.00 (weight 15) — from Next-Step/narrative: 'chief procurement' in Next-Step/narrative | trend_nudge -4.0: recent CRM moves: close pushed 102d | business_case +3.0: business case strength +1.00 (weight 10) — from Next-Step/narrative: 'business case' in Next-Step/narrative | champion -2.2: champion strength -0.50 (weight 15),stalling -25.0: last genuine buyer touch 105d ago vs the ~30d cadence this stage needs — going quiet | close_date_direction -9.2: Close date 2026-08-31 -> 2026-12-11 (pushed out 102d) — 102d cumulative push is beyond tolerance,
Metso Oyj,Metso ANA May'26,Qualified,False,Pipeline,110000.0,2027-05-01,False,Slowing,7.4,7.4,43.6,43.6,0.7,11.7,49.6,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -6.4: momentum 44 vs stage-expected 50 | competitive -4.5: competitive strength -1.00 (weight 15) | trend_nudge +4.0: recent CRM moves: stage advanced | preference -2.4: preference strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15),stalling -12.4: last genuine buyer touch 61d ago vs the ~30d cadence this stage needs — going quiet | progression +6.0: stage trend: moved UP recently — deal advancing,
Pennsylvania Higher Education Assistance Agency,PHEAA_S2C_Opp_April'26,Qualified,False,Pipeline,100000.0,2026-10-14,False,Slowing,8.9,8.9,39.6,39.6,1.5,9.1,41.9,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -10.4: momentum 40 vs stage-expected 50 | differentiation +5.1: differentiation strength +0.85 (weight 20) — from Next-Step/narrative: 'automation' in Next-Step/narrative | competitive -4.5: competitive strength -1.00 (weight 15) | trend_nudge +4.0: recent CRM moves: stage advanced | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15),stalling -16.4: last genuine buyer touch 71d ago vs the ~30d cadence this stage needs — going quiet | progression +6.0: stage trend: moved UP recently — deal advancing,
Seminole County Government,Seminole County_P2P_Opp - May '26,Qualified,False,Pipeline,100000.0,2026-10-13,False,Slowing,17.5,17.5,51.6,51.6,11.5,13.6,52.9,30.0,52 by access to power (economic buyer)=gap,False,trend_nudge +4.0: recent CRM moves: stage advanced | preference -3.0: preference strength -0.50 (weight 20) | differentiation -2.4: differentiation strength -0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive +2.2: competitive strength +0.50 (weight 15),progression +6.0: stage trend: moved UP recently — deal advancing | stalling -4.4: last genuine buyer touch 41d ago vs the ~30d cadence this stage needs — going quiet,
Civeo Corporation,Civeo _ S2C_May26,Qualified,False,Pipeline,100000.0,2026-12-18,False,Close Date Risk,30.0,30.0,69.5,69.5,31.2,0.0,44.2,30.0,52 by access to power (economic buyer)=gap,False,relationship_leverage +10.0: existing account relationship — Civeo_S2C_2026 is a live deal on this account (win 52 / momentum 91); we're al | momentum_adj +9.8: momentum 70 vs stage-expected 50 | exec_access +3.8: exec access strength +0.85 (weight 15) — from Next-Step/narrative: 'executive sponsor' in Next-Step/narrative | business_case +2.5: business case strength +0.85 (weight 10) — from Next-Step/narrative: 'cost reduction' in Next-Step/narrative | preference +2.4: preference strength +0.40 (weight 20) | champion -2.2: champion strength -0.50 (weight 15),relationship_momentum +11.5: sister deal on this account is moving (momentum 91) — account momentum partially carries over | engagement +8.0: buyer touched the deal 13d ago (meeting) — freshness floor,
